T,p,q,sell_agg
1789135514079,79488.0,0.039,False
1789135514091,79487.9,0.001,False
1789135514092,79487.9,0.001,False
1789135514094,79487.8,0.004,True
1789135514124,79485.2,0.041,True
1789135514176,79485.3,0.1,False
1789135514184,79485.2,0.076,True
1789135514228,79485.3,0.003,False
1789135514252,79485.2,0.709,True
1789135514261,79485.0,0.002,True
1789135514262,79484.2,0.001,True
1789135514266,79480.9,0.002,True
1789135514271,79479.0,0.001,True
1789135514275,79478.2,0.011,True
1789135514280,79477.7,0.051,True
1789135514295,79477.6,0.001,True
1789135514308,79475.7,0.001,False
1789135514343,79475.6,1.257,True
1789135514379,79475.7,0.001,False
1789135514471,79475.6,1.871,True
1789135514472,79474.4,0.001,True
1789135514473,79470.5,0.001,True
1789135514474,79469.0,0.002,True
1789135514476,79465.9,0.002,False
1789135514495,79465.8,0.002,True
1789135514510,79465.6,0.001,True
1789135514545,79465.7,0.004,False
1789135514561,79465.6,0.01,True
1789135514563,79465.7,0.003,False
1789135514594,79465.6,0.892,True
1789135514596,79465.0,0.002,True
1789135514597,79463.6,0.074,True
1789135514598,79462.3,0.09,True
1789135514623,79462.2,0.001,True
1789135514627,79461.8,0.163,False
1789135514642,79461.7,0.128,True
1789135514646,79461.4,0.001,True
1789135514654,79458.8,0.018,False
1789135514658,79458.7,0.008,True
1789135514805,79458.7,0.133,True
1789135514806,79457.5,0.002,True
1789135514851,79455.6,0.007,False
1789135514864,79455.5,0.268,True
1789135514885,79455.6,0.235,False
1789135514909,79455.5,0.255,True
1789135514995,79455.4,0.002,True
1789135514996,79455.2,0.001,True
1789135515009,79455.1,1.077,True
1789135515069,79455.0,0.002,True
1789135515097,79452.1,0.001,False
1789135515098,79452.0,0.018,True
1789135515111,79452.1,0.001,False
1789135515146,79452.0,0.067,True
1789135515251,79452.0,0.036,True
1789135515279,79452.1,4.272,False
1789135515280,79455.3,0.764,False
1789135515282,79455.6,0.009,False
1789135515285,79458.6,0.003,False
1789135515286,79458.6,0.002,True
1789135515290,79458.7,0.004,False
1789135515294,79458.6,0.005,True
1789135515305,79458.7,0.022,False
1789135515346,79458.6,0.011,True
1789135515358,79458.7,0.003,False
1789135515391,79458.6,0.09,True
1789135515400,79458.7,0.382,False
1789135515402,79458.6,0.017,True
1789135515457,79458.7,0.002,False
1789135515543,79458.6,0.254,True
1789135515729,79458.7,0.002,False
1789135515788,79458.6,0.033,True
1789135515831,79458.7,2.265,False
1789135515847,79458.6,0.417,True
1789135515877,79458.7,0.013,False
1789135515883,79458.6,0.042,True
1789135515884,79455.5,0.012,True
1789135515899,79455.6,0.003,False
