t,close
2024-07-02 08:00:00,6.9
2024-07-02 16:00:00,6.959
2024-07-03 00:00:00,6.818
2024-07-03 08:00:00,6.721
2024-07-03 16:00:00,6.598
2024-07-04 00:00:00,6.282
2024-07-04 08:00:00,6.211
2024-07-04 16:00:00,5.97
2024-07-05 00:00:00,5.416
2024-07-05 08:00:00,5.636
2024-07-05 16:00:00,5.545
2024-07-06 00:00:00,5.671
2024-07-06 08:00:00,5.775
2024-07-06 16:00:00,5.974
2024-07-07 00:00:00,5.874
2024-07-07 08:00:00,5.73
2024-07-07 16:00:00,5.581
2024-07-08 00:00:00,5.584
2024-07-08 08:00:00,5.693
2024-07-08 16:00:00,5.832
2024-07-09 00:00:00,5.881
2024-07-09 08:00:00,5.924
2024-07-09 16:00:00,6.019
2024-07-10 00:00:00,6.147
2024-07-10 08:00:00,6.107
2024-07-10 16:00:00,6.139
2024-07-11 00:00:00,6.194
2024-07-11 08:00:00,6.132
2024-07-11 16:00:00,6.031
2024-07-12 00:00:00,5.982
2024-07-12 08:00:00,6.082
2024-07-12 16:00:00,6.105
2024-07-13 00:00:00,6.297
2024-07-13 08:00:00,6.278
2024-07-13 16:00:00,6.342
2024-07-14 00:00:00,6.588
2024-07-14 08:00:00,6.572
2024-07-14 16:00:00,6.629
2024-07-15 00:00:00,6.722
2024-07-15 08:00:00,6.731
2024-07-15 16:00:00,6.986
2024-07-16 00:00:00,6.716
2024-07-16 08:00:00,7.04
2024-07-16 16:00:00,7.066
2024-07-17 00:00:00,7.322
2024-07-17 08:00:00,7.214
2024-07-17 16:00:00,7.058
2024-07-18 00:00:00,6.997
2024-07-18 08:00:00,6.886
2024-07-18 16:00:00,6.996
2024-07-19 00:00:00,7.051
2024-07-19 08:00:00,7.294
2024-07-19 16:00:00,7.452
2024-07-20 00:00:00,7.416
2024-07-20 08:00:00,7.392
2024-07-20 16:00:00,7.357
2024-07-21 00:00:00,7.302
2024-07-21 08:00:00,7.348
2024-07-21 16:00:00,7.483
2024-07-22 00:00:00,7.349
2024-07-22 08:00:00,7.301
2024-07-22 16:00:00,7.211
2024-07-23 00:00:00,7.072
2024-07-23 08:00:00,7.122
2024-07-23 16:00:00,7.139
